uf,profissional,metrica_1,metrica_2
BA,b'gAAAAABlvSCBf6bfFYorriXWSvlsRXYQb0bgUUmYBKjmhTaWm2qn13yG821ALFMZ9YCef8HNr1Yb_3SU5-RcOGHn0TPCjKUiqH1Vuy_euyi3igE3pxXEXag9PUK0zTPwL3wEiYS7JJ_O',9,0
CE,b'gAAAAABlvSCBnhCXzyutybQ9THjHaZsV1Vn4ZErNKFZYvbSjaInziF6f8piRTIyN8uf4rS-QzyzqeIp0wykMtduvnrLZUUb7azl5HOfrD5ilum_ct132GpmC7pZ58zaXxrRJQ2JoyXvt',1,1
CE,b'gAAAAABlvSCBbI0C92nNn9ibkg17S9j6MWynFsY3pvpqaSsUHZ1AHbXaKTKycWrrmSvdNy-GZjKl3AeRnQK8E2pG_aF-cyQCIKV_Is_1x0M8NiT1m93AszY=',6,5
CE,b'gAAAAABlvSCBf82bqN2N_0kOLd0EgXeCbJwZw7UZwPIhsKr49gJcVX9lFaVX_GKqRBX50g18i-beO8ad0RJ5GGgDKt9U5mZdxoYfCT7WhkdysluuIghpqfU=',67,2
CE,b'gAAAAABlvSCBR1cgDfPVmPRufQYJkGTm9ci4Y6TLsyzPuIimM_al3M6pKyPKqIsT3LtUfzJg7I0iLSHtD0egNrLl-Eg2Nf0FLq64kxJ3vBc235CD_s3D_nE=',96,49
CE,b'gAAAAABlvSCBgrLN-nkhwEyKzemFWDOOKSwK6ZBNPgkshO0hjRCwU7gOtMzHwujOiDs6kjRDs2HMEgPyA4RZvB_h5VV_PTb5LCPAsc0S6rMLUjO2UY7AQQg=',7,6
CE,b'gAAAAABlvSCByx4q0w3TItxUpSyXVGJ9-cUUeeBc4ai4Eu-as03U2Upf3bpA7UNiz0laNxa05TRImZD2Z9MgeIbf0L2FnVlQCPHfjNvOstj_lHY9VX_KDag=',7,6
CE,b'gAAAAABlvSCBi3jWumpJSa2jLItmk90rvMxIfl0K81gOexZJ4a5bOcTgR4VkGVmdSIwfQdwws4v9qe4sRPZlh66FIL-RV1kORQ5W13LfNwE0qa5RoenqGt5vsEyhis0S4Lnm0y6jpPBO',6,1
CE,b'gAAAAABlvSCBX7GJZCo5X3zalUVtzaZvziBOrE3uMhMvXvmn_lNjXTEu6723tYkuWV9j5GkZkItFievAj0GspOYPiu-9Fk6cHgmxVfqdLeRgwmWazonBldw=',9,9
CE,b'gAAAAABlvSCB7t2hio5v3OkUA2ne1JX-MK3v9ihR5Aynuo3u7QOuGlPb1Jsae6IorPJSpiOn0bGKg8vWK3gL0dO3Qm1RKGDFpMewBfpTYLH6PJQQLuZjgLQ=',0,2
CE,b'gAAAAABlvSCBvNrvdZCtTrrmMtqzECqOJANszanpMi37y86YEhRG5FHiPCXs7xfpHR4vbItAG4QnYgyICugkRovXvnkdg9bHi0RbItBbyEnV4iprMVyzV0RFpoG87rsegherXIgZq2Sq',4,2
CE,b'gAAAAABlvSCB3dSKFCK49-OCQovKhhOtH6-izT413opPz_tkkFrj0kOucrnTa1AH49ZIOtc468tBEFbmgQ4UHT3kY6-6Np3VrhSPJ7Ii7jHrbEqL3eo44O4=',8,1
CE,b'gAAAAABlvSCB1jwzobCt0l84srwNxNMQPltueDktkW8MBseoUVw6GV9xvLkGziFacFYNq7urux88_VsAXfHgXFNqKDB3RSwGdTKT_HFD310Qv1iGj0nkSzA=',7,7
CE,b'gAAAAABlvSCBJ8Z-2VDJhckiVKulXRciiXe8UnU4zJjU_Sscspia2yP_lVI0SIPFlgbgXuixPHHGgzSNIF5p-zfSLXT2Ym8c3TdDYvlL8ScIStIb22mdMyE=',4,7
CE,b'gAAAAABlvSCBQC3TXp9vn-epRRkYNv7tjgX28y2er03R2NBbkBXQGix5UXgAj3rZIqTjm08t181_5hu-bpn5nXvPTKQGEMSVI6xkLuZ3s0HzYfyeSUc7pou0HbpMry_RV7rd8QgxMFaw',5,8
CE,b'gAAAAABlvSCBrPGQyOUhizxtAuJZlb7nYJPaV4ktu0CQF80a2MajmoLWVgvmxJoPSOgfqHDRfaXEHZGLgXEbm6b1Kd35n0VmxJVJ4IdSVZdRli9aaod0AJg=',4,4
CE,b'gAAAAABlvSCB5PT5SS4yGF5AwJz62HH0SKQn6MdeGf_waVrE7nDOvN3Gq_9846v5GKDRoYvJNavqGmb1YmR1TcVDqNLwvdBHoRn7VCHhhO4b8kl-xAidGsM=',0,0
CE,b'gAAAAABlvSCBJ9rlbj_lRNq5gl1OvoMoEointGq9ulV6irXMJ7sypADz_YgyVirJ3cBw9fWqVUG13PMI4Qd8behjjLABvp7TfAPhei5Fia3joIVCEs3ActU=',2,9
CE,b'gAAAAABlvSCBcgxtVzERPNs9pql74_BrSq4Ow74aDU7j4clEHLWULqcU-iOE4o6wkWYQXu-kKi_GNB-Bz5zq7cmDrYU9oavASf7KtxkpjtWLL0RdJs38NJ8=',0,2
CE,b'gAAAAABlvSCB91fV6Ic4Oh6k9Zb5zTtwpKbo-HVeE78hQXKIh8TlFP7RyHFQNH88L_F7nw_tgthJieBYxLgaUSP2PENSaFkJp4HDprEG8Tw3jDOU3Qe0gH0=',4,5
CE,b'gAAAAABlvSCBSknPXtdrPNaDWt08BoiTG1owM9ntR-o397EID2vbWobaD8WQlWJRPuRHIXXhxD57TrBCQVCJW3u0oZFZYFpCB9JOlUHCgrd0nv5bOYsEtDA=',90,40
CE,b'gAAAAABlvSCBT22bXdBB07XOS3OdL68LkICAWFzHNo1J-q8o0Co-JFCnY0r1Hilr4hhtmd_fsaRlLck7GSD0SMZmJ3-vfEhVJ_L-M8PjUbdne5--gNgntjc=',4,2
CE,b'gAAAAABlvSCB2uxSW6iW8VX40gRQ7rqlBWoHX5BtvaW83pW5aVuMUshZBv8eWsB3_QFUhAzVYQzkpkVuM3R8Kq2ERiRaGNBZnHZfZvgiI-fEOQ2ml4-P81U=',7,0
CE,b'gAAAAABlvSCBx6QzHLHXKOc1aOOPuxqmYd3gbXc7wGmjOhZhJlSg2_AzHe3Z8ONvKnUo8jKjKq_-tH60awEt65Vb0ucBrUTV-Urhjv_beJRTchz4di-KHQw=',1,5
CE,b'gAAAAABlvSCB3J3Q_HyS4o5RHRNWSUmR0_Wgc4d9lsfbej58PBGrPbMBr7xVQ5YmIWs1NonFEe7cRftZu3O0US13yrxNiS8T80QH5ePKBmtQzmTAJSPLTJn3-uPY4XsXLUn0Oj0tNZ9N',3,7
CE,b'gAAAAABlvSCBXL6hqN_H4HlzulSf0ePZh-g_LNICuIyiSRM3OhkEzrCDoylreFSQRvTtEaIcovRXfesDqCoxIvd-R85TEr1ZIq1w_aT8IrSO_Tp-OrGowdE=',7,6
CE,b'gAAAAABlvSCBkzIDy2SpotNkUEySiPPRX-enJaGQMgIiJIZPhqxWIGUaabGNQ1bH5DpATUZIXSCsu1WIeErZVIhFth37xjHiYWt1FcoiD511SuORRSi_0Bw=',0,2
CE,b'gAAAAABlvSCBpXbM3nPPZ68x-V5qJA68iRXHU91wpEREAWaN8QXB7ibMm1-Juu-vvv5QNiy3fkfV41S6rgvNs9B9k-yPwwJyg00LJBLlaNLK9IHolMg3UfU=',53,65
CE,b'gAAAAABlvSCBlTQqu_otoCfv9nwjThrYsUVZmYumaZZxyp6Myh_XfUmAyKwhLUKdxHfqcpAIBLpVsifHPEgfJFRvyHkxh2aUlf2AUc00SIuboxxemQ5s1qtscbk1nR9SKw4n6lc7iRF1',6,3
CE,b'gAAAAABlvSCBCdfSnZBzYnpdpj83enmOBBGRQJNLTs4cH3qY1bZkNckqcjJy3Q_UmEHWRDeQjAbiRGVgOEe5fhJWzitG_k4G-TM9SwTD98H40QrUQ28EvEw=',5,2
CE,b'gAAAAABlvSCB_hyFc5o9VOdE1d25bqAvg7KrOuxpU7XwEBbz0e1bfQL0JaohsmyjzWsw3Wzfe1wk-drrCgSRC-BBXEXFbQlknkeIHqCmjiz-upOtVkTDEYQJC00XX0TGdw5uTOQKW5TN',5,2
CE,b'gAAAAABlvSCBZUkWlb3_IKEjS0aRrs_jd9npK0bnhFnSSVc2NaySsIQG8QwurP7PPUMhO7v-um_iL9REOgu5vXGdQ5oHVuuxOC5ZAcL6JSizE7azRKqD4cU=',7,2
CE,b'gAAAAABlvSCB3ccIqH_J5XK_pLsZ7O9MB1V-_8a5ULmgkhzWb2l4smJ80mOk4QReSH7S41st31rasJYIvxNrnQDK1AXfhJxsGcRRPX_LC48fg12ILe6NQQo=',0,5
CE,b'gAAAAABlvSCByAQLmwNwXexFC3ShpXHGR6OLs3e5q_IBzgZNhIgRyyi5HFD3nBOKD_4KZfgoAV-mW8j7F09cw261pnI90PZz9ShSwn3fdQZbI2z2VDWnUU8=',5,5
CE,b'gAAAAABlvSCBkX4pz8Im1gjAkoNKnV_bOke9aQoWM4kAhZUJhTWYHeUtzZl4DhzC9OlOL_subFjX0la-P2MrEV1sEkf4bEsf0OzwRH_qY2rbOOJCh7RWdF0=',5,9
CE,b'gAAAAABlvSCBnier9OSFa3ijit7u5TAWeYmtvbTU6xypouPmNydvNxQzmHv-k6uNaHz_1FptqP2bznJUdr5uld-YLEZfy4rS4v9Lqjy5Nk_J0K7oYT85iZo=',6,7
CE,b'gAAAAABlvSCBSMeRyild9GNTTMEaxaDKLs0m654CvQiL2fR8a4cULW834BZ5xyN23-jU7As4uvist4TlgLaylXtRJKrpX8d3oYK0almBhx6OXbLpvgRKR_-sDc4gosccrl0rAEjLhC5v',5,5
CE,b'gAAAAABlvSCBNNIusUvEEIZ92XVXb1L_4eAvYbhpI_xUYo-o_Y2PVLTF-LZ6VrND-U1BL2BXi9pyqIzvAbxjzL7UV3UxhzQdS-Zru1EI48_N0txux1A5K-8=',8,8
CE,b'gAAAAABlvSCBEsQef55GElgON7gEb7O9TLeK8DWKP4YNJIseAt5tPK7axMdBKRLCG9S_iDLPsXFhbZSPb_g8JaS-Gp4StnwiPP24RWiZXG_M2WEOIF5UcOs=',21,38
CE,b'gAAAAABlvSCBAqENfuce2ANVD1cA8s7F79dipsamIKn2LRJVwAjfNPjcPDPSdrKEwJL-5CzZKE4zsPPU5E7EDwsYU8ZfMXlwAPu80z-N1N7XBqgBD-kb6Vs=',3,4
CE,b'gAAAAABlvSCBZim2Gyo3ea2gldZI8i_1xvCmtzpYtV85Qo2DKg47OGdPR1eJp1ukBDjRkEbs6NMFTzvXGoY0r9jLh6k0hefLy4F4YUjpULXxJEKmR1uzyRU=',5,5
CE,b'gAAAAABlvSCBf1WecbxDQLBfNdx3I0vPSJ994rG69DOfQORmkBNyOjFErwFEaid8m21tTpyFSQbCiMW84-9BNm2GYsckCCt5sqLOcapmKeeIhQkSbhhTQ5s=',4,0
CE,b'gAAAAABlvSCB0_4NGrjqZdN6vMJtx8Qwy2PGNMzEnq3ZpYzc9645psU6_k-h9Ed7MpiD-_hh5-RxMWPSp7liQF5h_bud444Co-z1IPYa_nexF-8_wPHtS9EE6N4fmDpmTQIgvPqrSm3g',9,5
CE,b'gAAAAABlvSCBgFhWg0uxEROLUTST0NjQg16KfpliI1MNxKlEis5dyHizS7bkFc8QzfLb4gPVExE1Fj8K6w1gAqFQzt2WwxqQjRSJ_7uSGqq00eoNqq2MfMs=',7,5
CE,b'gAAAAABlvSCBreuiPrOtmeVB3BTUWFz9jNjC9UbOxa8nUHUTEVKW0OM3m1ZbbF43uo7rdi6mYAIhf1q9kLjPxnoxc4GJ3mtfzyj9bWd4f6qt2QAR5d6PpbI=',8,2
CE,b'gAAAAABlvSCB3LrlACYJa4CzYa0naNeglxQwgkKH5_s-0Cfz5bLhdzJNN1fiFfZzdL3hfF8JpdQZHjtWS-lJnGOYxbdZXLWu8ZnKhNRiygm-8d80NGeBfXo=',6,3
CE,b'gAAAAABlvSCBmQARrmZpusInRnzSXHQ2poUHMcA-OsYRfgZVc_l1ukogXLbrDZX2RI0XRfu2m3EreXFSzOF567D_H9ImVBcXn1f8GqUn8HIwFtBsZAYb4IQ=',6,0
CE,b'gAAAAABlvSCBgvQS-ADizePHZ4m1pVAnPJSIuOgZG86N195RdzMt4Mnw9c0YUWRH0AvI87DDCioOhfvU32nAgrTweLF4pJu38Ji3O2Z23VzpAW26gXkgcHDecHOWDcDPF8oK9mY_ZWdg',5,6
CE,b'gAAAAABlvSCBGpWuiFxHEmU68TuXsURel077MfGOmIbVU15guaQiJ2pUui8S26rmyHIKn_SFI98A3URvoGsvvmrspt7NSYI0nDYKTLC57vzfdJHDFS2NK1c=',8,5
CE,b'gAAAAABlvSCBOo3Z3rQr6i_KdcGkEf4doZHM8XxAgsqopIvZGrFMTvsVO8lTTLQfK3jsIgYXxp3nYkd-1nQWtAKzNtt1LxMOjFMmJiPivudENETHgRtFNuk=',0,7
CE,b'gAAAAABlvSCB-zXLk6x6gheGWCmVFKZBUAxM39LjFeUGrecOa3L0sgHkwG8Knk4zXipXeMLopbDzLHeA3xaiK87UN7dp_TRpXniqoNj983gK0UNOF9vxS9o=',6,8
CE,b'gAAAAABlvSCBZ2Rwt_olh2UvYO0MU2MiVpsJ0yIsVPIbRQi5wGtf1MGajPh4ymtex81mtdxfD0cIevTj2meiolE4LUQgBCZMx599Es__zQQA3kutAbTOK88=',3,5
CE,b'gAAAAABlvSCBygTf0F_QCQobbRTy63rjSotNFmUsA64rfo-Zr4oIe30734swmDZT-Brq2XJqGXQK26oWgvzaXPZBNC1JWbRZTAJQxT-q8VyX85rLn7N0_n0=',9,1
CE,b'gAAAAABlvSCBEWvPtDT2oQTbfVNrUcX7H9vKJ3Xem-S6nCNAd7aYwoYAxP_iGLqHfKilhUBl-CTitF4brs1kbulZ8BSe5WeGdt-4n2kH-3x86a-oioamlw0=',0,1
CE,b'gAAAAABlvSCBlg7S6KoSQjhYIObarkw8ccN366ouHW_pGRc0SICDmuMug4zD0tk1ew4_ZhqlItHnQ8bMsno4Z2Sf33FZgy30FBFV9fSd5lWDnwMvdc9rivY=',3,9
CE,b'gAAAAABlvSCByVYdXlXcJD5fK7SPpmYkEQ4pAwkvh-bfqKTM-ipEc9YKr-C1JhcXL-deHFiPE2tIjG48taryiRz1KlAM8E5PozVxVLzzUjn_mhQBRtJqIME=',9,0
CE,b'gAAAAABlvSCBrIU8gzYFOwnTlFEsBuj6CVbbSnnh3kIPYWdSLp5Xp0g69sp9SGQwJJo68eGckDWhwNwSJzBM6bdbFbJivvK7d5WKbPzFd1bHAwagTK8DA5k=',9,8
DF,b'gAAAAABlvSCBpHP5YkIx3xVhYwLdZjuRx02AyeQrrUTErPPoeseEXtvjPRQCphuQ3sYEN2IsAOsvEBtu83A_8ntCGY_FlXrROoZnsj3oNgu0dlGEeemMgbKx0E37fxgUzHMdkCT0tgC0',8,1
DF,b'gAAAAABlvSCBeGURONCxGNcVUJ3GdUq3v2bzja2nWr9jWgQV5L3qdN0iY-7r1-gn3crhAO8B9BKYSlEB41RwIcBowGl69432LzhTl_eZZ9_i2wvtfmGRT2c=',5,6
DF,b'gAAAAABlvSCBclkn_DTL2-9sTZ0YNtEcATUOu3cb5xWEEHLAfvnv4A3H_-iGzezWiiCFrv6Chr-G6mt5aDiue-MKNSkqheyx0qYOEK3bmN-qjhx6qBFKQKA4NDIghW4Bw7-grgrWtlSg',2,6
DF,b'gAAAAABlvSCBMmDdVIrVGHRjkP1mbmAPM46-6k0YOrMavJiQMxmWub5LeqmpVNAWptpZ2nqXq1UToeScyp60UaE7NUg7RN6ucbfjOE-IYkTwWuJAOO8G_3k=',3,3
DF,b'gAAAAABlvSCBaUh3OjIYzEYPTGIkzWbgtaIkiZW2Jt8SUx3P9B4c59oMeMa0AjcTrGaD9HwwGMggYdWNil1gwsfD2ckLPpNfST9y7P-U5-0LEKMD7fcMzSc=',6,1
DF,b'gAAAAABlvSCBPndUo9xgVpKeQONX6C9_jaEc48acKFqm5zEdfv9XrKZV0WvqhYakMlTyZis-1ihb18tiJXfVGX7Y8RHyIPBI8AwDR1r6ZoKMKe1cLWmd_BpxsIcXefab3HBj6fDsV3x1',2,7
DF,b'gAAAAABlvSCBrQGsNUxlrCnnqfnH4gOr-O2tkQ1yj20-K5DPiUt8G15AlYoTiWJyjspq8tY32Fsx709m8674u2RDAgysBjoCjgrDZrdLcn_gNGZlTVPQmJw=',1,8
DF,b'gAAAAABlvSCB-5CYIHp3hBDLax8rvdIrhGYvy4TBCU1J0Na98-J_4u_2grHJrK8xByDn23QhpcK52OxOCowfkGwoJj8Nax1PNCcq6RN0aadx4kp-Bz6MFuE=',1,5
DF,b'gAAAAABlvSCBZqiTtMwD901VEJkRAbjY24v7EBWBOBGMRwErGgflpUjQfvYGkvMruYH4bNgB6VHt88biKYdLLHzg9GGv4iTzM7bp6JTdGHFYStTTWxLnFAY=',8,2
DF,b'gAAAAABlvSCB3yldTGac8xlhDgXHVnzrXFzpXmS8MK6ktAXlxuWRajFErzoemfA-DNCbZIpu6o72lZQtyyyVqbeieJLSbwzJMrpFRldwLUTK0btMmuLCclI=',7,3
DF,b'gAAAAABlvSCBsnhQKCI_4IcsSdFImVxVe7dFi2jZZ5jzOp67DnCogGpY_knzNjBW6MUry36tboxniBtUx5zzGkQzOLaM-ifOM-v-fZHACdwGVtfKCAN6ssBNsihsCQN8El6pidp-7bK0',9,9
DF,b'gAAAAABlvSCBgU4OkK1fgSIgfR8tYeAw8AnLAHMyuPEhe7y2p2AR_juQCyTgjgSKYio6dWpq0xtxd9T_7oGYXmchgn0CMc7ytBEbhOL-jT8w59zgmpgZci0=',6,9
DF,b'gAAAAABlvSCBI7s7YngAc2DpjA1I6QMxU6WqVPdIud1EmgnMDmWUMhQlcFK8vLE2hO5dKo_TjQS9W9EHcXee7C3Vxz6BkB28n0F7wrB26zc9--JTRfig934=',2,8
DF,b'gAAAAABlvSCBJBgfCOKzlnG6wG7Z-v7iO5wp6Jlehvg0II6M8JL6q3IeJi9S2PqGIakvPvS9bNaEmN9ptNJijd52RkEtb4oMZAlEWJV2VlFhMt_71cfYwPs=',5,1
DF,b'gAAAAABlvSCB38V3M5u3eyZ8LJcfaU4EOsAA410Ld8gWRpe5M4PGFyNq5NfQ0wLKZ2vwmpwPIk8mwqDh2PzXWDcrH35vyWnPEb3Bi78aQJ_71KaDCVzKp-4=',2,5
DF,b'gAAAAABlvSCBDdK-A6ni8PdEuu8kA7x1StIR6smy-pFk5tBSZM9WWvDUOXJuLSvzeeKwH_NEfVv55DFlfTE4fL8qRNF3ZIOeWbML5rENwrMsdMyk80JPyqvsoiY3Dwl65xC1l1Q0SMf8',8,9
DF,b'gAAAAABlvSCB5kQ4npLHLwpmhKlnurm8Eri95WuFx0vKnE4c_mtph92iUAJ5ktoH0lctvsMAtWPVVrwferOubvKtlsTzZytROd-wycF1mtXjyyiEa5ZfeJg=',56,18
DF,b'gAAAAABlvSCB6lhUvROYG7MhBgxhdurno8PLKNkLF6g1bbHZrfJSPnaYEtsVZwwtbHb9Ceh-dErF7YOTjUvoZbAsCh0meC-gWZFJYo9mfC4jy74j4MxiclQ=',4,8
DF,b'gAAAAABlvSCBSHQRywqtKM9EhAIMQPtTsv_irpI7PxqCpblcjQHl_IsscaZR8sxVyQ9gOuyjZwd8VYXNkrvHbRIyPsOIk1KpI-ekMVaMoPftebjYWWsHrrg=',8,4
DF,b'gAAAAABlvSCBQUPwA72lup7XPddeVTOLKMjYEVhrzogc-lrHHjRK5jm9Fko1DjQeq-k-Y6fw6fzeWroiwHCGYNIjxKFbmh9MgzTA_I_CZs--Syh14Qncq_dO-VaFK9mu2ON54e6EoRqK',3,0
DF,b'gAAAAABlvSCB35LVrM0jhatWyG9nDL_Iatd1Vas0U0RbVJb6E5sznzD1DGrhpL_VfRgAJ6iVQoWZnUfQHFWzO7LQhtAkqXpmH8hNKXtAXEUih2gVnMBL1wU=',5,1
DF,b'gAAAAABlvSCBvs7nYMRFtqu9ETOJrI1lB3m-mRo9nP2SXlTmR8cFiyiCenbLJEZiYGW20R6mWDTGk4BoNKlOjuQGrUpwaPsC9PR_8i2ybCcsba9QgdOjJEM=',3,6
DF,b'gAAAAABlvSCBYp9AQiJQ1GKJ9eaI9yMbqwuL-JEXMa6sRfF12WDo1DMW5tM0ZIyJfSzugwaqyOearAP2CFkxDz-a0qxCTJ3DdEucg56NkFljhA4ZiOhnbW8=',0,57
DF,b'gAAAAABlvSCBjdziwjnl2ev9j6j0WkxDLsA2MFbF0dG1W8DOixVETOXRaoCinp82ZH_0DRokdF3fZGPlSAW-E95r7AVTH8ihxYwXD7fUcWCTDXjr5qKiZLu0MkfBtSrJ8c-t-AUeUIrN',1,3
DF,b'gAAAAABlvSCBUfL0-OLeF23OTJwgSRFYpLtYIpLL49pFiWyxNd_6Z_W_Ih7z0FmpHWeTqmmrn8xdunvoGMjthmAPJtK9Pkx4lC3yct1r_PeMrrtrKM3W19g=',2,0
DF,b'gAAAAABlvSCBnvZkmrx-gSfWJyiVLNPewfMTBKTCJI8Hu4poMCcm3ca0TDLZBZTm9JnrSccXq0W8aFrrv3qtolMQTHccP3eoVFvd-vzzWz1Y3XF-rIttJ28=',6,3
DF,b'gAAAAABlvSCBPKjoRlAuNKbWzgfvbDDB207N6E6hksiSwK27p-x3IH6ef656Jd8X_KJC2bSNGXKJWNnfk3P18lX6yA_Z-tWZlQahYWKhhH05e4srtuZSwek=',6,1
DF,b'gAAAAABlvSCB5v5u48gFYp6wWNz3R6hv0IpdA365m4PBZZwqH1XfBNc1UN34OH-1jOa3QTInPqT20S1rWjMLVvMPJ0mJsbIScW9rRKU3ld1ZJaBTK_dCcHmHUiHThft5tA1zj1U5Jzy1',3,9
DF,b'gAAAAABlvSCBkiAlRkXDQDZjBVGZrb48wECG8wWAss3mKmZJho194a6Ejpv1LlOT19ZXJE17Wcp-r8D3SL5aWi9ZPcvClzMMuskF31XpLkE1EuvdCKq5c-Q=',2,5
DF,b'gAAAAABlvSCB3T2EKRU-hnmy_ZjuAFF_RVOXhGblGVgWAgDoG1mwZvHlcG8pOsMrH48Z6aXVpCdOvIvykSM0sM0jiPdUrYfBPA1bwTGEHy7Tkt4I1VJrN_g=',0,6
DF,b'gAAAAABlvSCBJ68tMzoFUOT98kDiIynIsh5WSc1yoWhVGY1iae0a8z1WzXNgRWl8MlsjvWxtMZY32Jec48CjvS1ejZABLivzffeMmVr_h5d9-rPWn1CIYvo=',8,1
DF,b'gAAAAABlvSCBdltnrQg5PvcPuuCWdj_A3fFa355Z78RE5IwSB6sOZ2dDa035xulxSIxmtU9vI62l8C2ZJPm36gYSgxSt5m6SOgFecaEYgnYhbXrHVP807YA=',5,1
DF,b'gAAAAABlvSCBEmo8EHc0FhZ5Q2mK5LBMP_b537HtXZ7ScKgTvj3nFTYNJDURyZUoWNIFcgFtmx2bJiHG6PbY2AVUR8mOkOFWgzPO3sC5rNeuCL7u2qE62nk=',3,1
DF,b'gAAAAABlvSCBELrCTnCuct-IfEHSRJGOhduMC4YXqtqkooEnjqrZPk9MbwsO-XT0r2MShrOhtQ6G-1ZT78RplKZZKQqQXAIn8-uQmsxwQGcxJWmV1DLBVbs=',6,9
DF,b'gAAAAABlvSCBQ8Q_he6rRklcwy_0bwuRWPBzeC8E778iQYhWETyFGR2KgrYYn49iGBN_Rp9jrFYA-GetzrKk0xPEU_2XY4rfCbGvhekxus4BLMetJWiEjz8qmWqOxUPlYTDHTM_6BuS8',3,0
DF,b'gAAAAABlvSCBbj4tQ_ws7SsfgiB6fA8Ec83a92AxcD0myor5sBbFStM26K-faoYj60yCxKluwQDmCK-RQBBhC3Lcv1RoieeMCnzaVR_mqTN4P4C0zvbIm7s=',6,1
DF,b'gAAAAABlvSCBI7V2tMah_F4cyLm-cjuuHwndQ3YrTRa5CcWifJ_1Q0QpC7b4Vf_SqN1cPYo3cgINK0H2daLBHJpZ18mU8pConMKN6VoyabEHwoaNAhpef-s=',5,78
DF,b'gAAAAABlvSCBCbyXTSEXcrmFA2xCROb4CpTXTjju96QPggMPjTkDTVUHczXnM-mlrxOB0-Kh19vWSxFFVGybGnvZvZZNV6jXxef_sqMj0uZxjhL8CrFWLRQ=',0,3
DF,b'gAAAAABlvSCBxe2XZJ3uJ-oGA-zCV5m3kGLl5A6qpv1Io2hlMYKwZY2dCH7GmfxWl_1mnhtGi1DmOdDDcR5a85y9YNuknD393h7EMBKFafJkb8hioTIBpos=',9,6
ES,b'gAAAAABlvSCBP6--onJr2CuIGXTeBMOLKnabJMoMNYbsWr4qQKmVX4OmJfV2OPqSbuJ7M_Hm_jVY6sg6J5dOd-fifBE9hcFszciOlzBxZ3BZ3ATLXVjTL0s=',5,7
ES,b'gAAAAABlvSCBIhXxVsWTnABnnEO78VL9GHo6jpWxnn_xTpwqN9mpe9_kWOJrjkfEE7uaqJPbkllBtOla7ANexHmBy2X0-JHH2uJcQ2OqndoTVhnXh622-5U=',4,0
ES,b'gAAAAABlvSCBBl0V0wpCNp7tRn67tV80CDVbcBOmVroS4K_HDg841VrUW3gFaLDFmPoV-Cyu4OsiiDOwTLJrpCHF0Tkacn9C8MvHaa6_simW_S-KgLMqAh8=',3,2
ES,b'gAAAAABlvSCBdjPLUL0ItbhSB50QaZaCAVU1BkrkrsMx9UmxOZv2ZVi5jISyFqk_oC-mrW6I2-JXTcxeYlUIoGZ1X_1E955G17IJk9W3PaT-e7c5D2S0buM=',8,6
ES,b'gAAAAABlvSCBO90JYt_rhg9-ajO_nP63QlaAVFWarJWzyQ-Uk9I9jvVRQheSWL1CVfpq7z3CdGmsmYC3WQUHRmGxMNubMz8xPOTR3goQoZeGVM8RRNcIemk=',1,0
ES,b'gAAAAABlvSCB2OPMK_4NNcX9zEL518VQ75yzpRnGReRdl5Ofj_m9PJpZ8H4Yn3CQfphwdy33kPmCmHD7pZQOgbMi6JdKRAmYrw==',3,8
ES,b'gAAAAABlvSCBkbiEClCiqynxtn82RGfr7tUeWnzsyAl6mqvzKL_PAltjkI9nOx-AKqpt1UAv6LX-vWuroLR_HvfIKvkTRgHgH19uwlgFm3Qv2MsCJGRtnFI=',2,5
ES,b'gAAAAABlvSCB1pR-9TtY4UCnoHWoW_uO-WoTkvl180dKjt4V14sedr-WJd5s1qaG7NR83aZZ0Y9K6T2JDTp-WcB1bmQq-uVYdfspqD8K6HzUE-7huTqaTrU=',1,5
ES,b'gAAAAABlvSCB14PxWWZ2NIIMG030L2CwRUXtmXizu0QOH0Y2zCehVtgIJCLlMlR0HSnmztov5V-hRix_thQOiHWN6mZxBkCoeyYCjJBotWaTHrLnABMs5Pc=',0,0
ES,b'gAAAAABlvSCBEHL0vLvCxetQDjbkWNpMUyVAXH9C1wM0enE3Begcpi94apgmSjlrnIXBi3WMI3Uh_TYCBO4yNpR86N6VpUW36_g-3IVmMI3vDosik_zimqg=',4,9
ES,b'gAAAAABlvSCBzhFxD1gp7v_OoAP_LfutsGGr7uoicgRGYsIYFrnjwPjEFQ3RwyAkOmm_egX6VamFtg8VXjlngEflxCXGm7KcFIEZZaVA-36-GjYinFAVqIA=',8,0
ES,b'gAAAAABlvSCB4wWanhOT3t5CDY0Gl2RNLY7k8n4bHd_48L2vN2egoqKzY-DYxAosA-_YbCY-1geqi8d0YeuBGt1VOHzFdERlrOiUbvn0L1GNnV2ZjThfBDY=',5,1
ES,b'gAAAAABlvSCBcG5XWt-MmrVZ60_vkqRStoT4Ezms-qAeuTJFMNkhziXJBArh0ortekpo11ONKKqhxvfu7qmZeampt9rE3Mx_wItI-GOZk1wvlIUIX0XeTR4=',58,82
ES,b'gAAAAABlvSCBcSPoHzpxAsptC202DCoEdLQ9jnTHq8cJ8yaXlSkHOuJTGcL-3EhoEMgk92QzmALmYoc1E33xXo7xzLvXugJnbXUQQrhi9gxEaFi_m5g1brfkf2xGkXFSrK2EvedHCnIy',6,1
